,Iteration,B Type,Constructor,Land Cost,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-After-Education,U3-After-Education,S,Price Difference,Price Difference- After Subsidy,P2-Subsidized-Relative-Percent,U2-After-Subsidy,M2-After-Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,H1,H2,Constructor Profit
109,11,B4,10,930283,324482020,334171799,10.5%,2117440,2193703,2124380,2203312,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78933,73933,3.356%,8.068%,0,0,0,0,200,34070590.0,40241000,40241000
110,12,B5,1,663515,271128420,280818199,15.0%,1896887,1976256,1896887,1978255,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,81368,76368,3.86%,8.068%,161,161,200,0,0,40669290.0,51554600,51554600
111,12,B5,2,663515,271128420,280818199,14.5%,1888640,1967664,1888640,1969362,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,80722,75722,3.845%,8.068%,0,0,0,0,200,39313610.0,47834600,47834600
112,12,B5,3,663515,271128420,280818199,14.0%,1880392,1959071,1880392,1960468,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,80076,75076,3.829%,8.068%,0,0,0,0,200,37957960.0,46185000,46185000
113,12,B5,4,663515,271128420,280818199,13.5%,1872145,1950479,1872145,1951575,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79430,74430,3.814%,8.068%,0,0,0,0,200,36602280.0,44535600,44535600
114,12,B5,5,663515,271128420,280818199,13.0%,1863898,1941887,1863898,1942682,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78784,73784,3.798%,8.068%,0,0,0,0,200,35246730.0,42886200,42886200
115,12,B5,6,663515,271128420,280818199,12.5%,1855650,1933294,1855650,1933789,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78139,73139,3.782%,8.068%,0,0,0,0,200,33891030.0,41236600,41236600
116,12,B5,7,663515,271128420,280818199,12.0%,1847403,1924702,1847403,1924896,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77493,72493,3.766%,8.068%,0,0,0,0,200,32535400.0,39587200,39587200
117,12,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76954,71954,3.755%,8.068%,0,0,0,0,200,31179720.0,37937800,37937800
118,12,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76608,71608,3.754%,8.068%,0,0,0,0,200,29824150.0,36288200,36288200
119,12,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76263,71263,3.753%,8.068%,0,0,0,0,200,28468520.0,34638800,34638800
120,13,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79369,74369,4.258%,8.068%,161,161,200,0,0,34682340.0,45567600,45567600
121,13,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79024,74024,4.256%,8.068%,0,0,0,0,200,33526260.0,42047200,42047200
122,13,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78679,73679,4.255%,8.068%,0,0,0,0,200,32370160.0,40597200,40597200
123,13,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78334,73334,4.254%,8.068%,0,0,0,0,200,31214080.0,39147400,39147400
124,13,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77989,72989,4.252%,8.068%,0,0,0,0,200,30058030.0,37697400,37697400
125,13,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77644,72644,4.251%,8.068%,0,0,0,0,200,28901950.0,36247600,36247600
126,13,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77299,72299,4.25%,8.068%,0,0,0,0,200,27745800.0,34797600,34797600
127,13,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76954,71954,4.249%,8.068%,0,0,0,0,200,26589850.0,33347800,33347800
128,13,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76608,71608,4.247%,8.068%,0,0,0,0,200,25433750.0,31897800,31897800
129,13,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76263,71263,4.246%,8.068%,0,0,0,0,200,24277670.0,30448000,30448000
130,14,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79369,74369,4.97%,8.068%,161,161,200,0,0,28146740.0,39032000,39032000
131,14,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79024,74024,4.969%,8.068%,0,0,0,0,200,27208510.0,35729400,35729400
132,14,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78679,73679,4.968%,8.068%,0,0,0,0,200,26270310.0,34497400,34497400
133,14,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78334,73334,4.966%,8.068%,0,0,0,0,200,25332080.0,33265400,33265400
134,14,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77989,72989,4.965%,8.068%,0,0,0,0,200,24393780.0,32033200,32033200
135,14,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77644,72644,4.963%,8.068%,0,0,0,0,200,23455630.0,30801200,30801200
136,14,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77299,72299,4.961%,8.068%,0,0,0,0,200,22517400.0,29569200,29569200
137,14,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76954,71954,4.96%,8.068%,0,0,0,0,200,21579120.0,28337200,28337200
138,14,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76608,71608,4.958%,8.068%,0,0,0,0,200,20640950.0,27105000,27105000
139,14,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Subsidy,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76263,71263,4.957%,8.068%,0,0,0,0,200,19702720.0,25873000,25873000
140,15,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,82147,72147,1.609%,9.098%,182,182,200,0,0,103857940.0,114743200,114743200
141,15,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81790,71790,1.608%,9.098%,0,0,0,0,200,100396010.0,108917000,108917000
142,15,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81433,71433,1.607%,9.098%,0,0,0,0,200,96934110.0,105161200,105161200
143,15,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81076,71076,1.606%,9.098%,0,0,0,0,200,93472080.0,101405400,101405400
144,15,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80718,70718,1.605%,9.098%,0,0,0,0,200,90010180.0,97649600,97649600
145,15,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80361,70361,1.604%,9.098%,0,0,0,0,200,86548300.0,93894000,93894000
146,15,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80004,70004,1.603%,9.098%,0,0,0,0,200,83086400.0,90138200,90138200
147,15,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79647,69647,1.602%,9.098%,0,0,0,0,200,79624450.0,86382400,86382400
148,15,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79290,69290,1.601%,9.098%,0,0,0,0,200,76162470.0,82626600,82626600
149,15,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78933,68933,1.6%,9.098%,0,0,0,0,200,72700520.0,78870800,78870800
150,16,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,82147,72147,2.277%,4.748%,95,95,0,0,200,70676940.0,79491600,79491600
151,16,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81790,71790,2.276%,4.748%,0,0,0,0,200,68321010.0,76842000,76842000
152,16,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81433,71433,2.274%,4.748%,0,0,0,0,200,65965110.0,74192200,74192200
153,16,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81076,71076,2.273%,4.748%,0,0,0,0,200,63609260.0,71542400,71542400
154,16,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80718,70718,2.272%,4.748%,0,0,0,0,200,61253330.0,68892800,68892800
155,16,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80361,70361,2.271%,4.748%,0,0,0,0,200,58897430.0,66243000,66243000
156,16,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80004,70004,2.27%,4.748%,0,0,0,0,200,56541600.0,63593400,63593400
157,16,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79647,69647,2.268%,4.748%,0,0,0,0,200,54185650.0,60943600,60943600
158,16,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79290,69290,2.267%,4.748%,0,0,0,0,200,51829750.0,58293800,58293800
159,16,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78933,68933,2.266%,4.748%,0,0,0,0,200,49473870.0,55644200,55644200
160,17,B3,1,1183094,375044220,384733999,15.0%,2494403,2573772,2514537,2596684,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,82147,72147,2.778%,3.074%,61,61,0,0,200,56256640.0,65071400,65071400
161,17,B3,2,1183094,375044220,384733999,14.5%,2483558,2562582,2503312,2585102,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81790,71790,2.777%,3.074%,0,0,0,0,200,54381410.0,62902400,62902400
162,17,B3,3,1183094,375044220,384733999,14.0%,2472712,2551391,2492087,2573520,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81433,71433,2.776%,3.074%,0,0,0,0,200,52506160.0,60733200,60733200
163,17,B3,4,1183094,375044220,384733999,13.5%,2461867,2540201,2480862,2561938,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81076,71076,2.774%,3.074%,0,0,0,0,200,50630960.0,58564200,58564200
164,17,B3,5,1183094,375044220,384733999,13.0%,2451022,2529011,2469637,2550356,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80718,70718,2.773%,3.074%,0,0,0,0,200,48755730.0,56395200,56395200
165,17,B3,6,1183094,375044220,384733999,12.5%,2440177,2517820,2458413,2538774,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80361,70361,2.771%,3.074%,0,0,0,0,200,46880550.0,54226200,54226200
166,17,B3,7,1183094,375044220,384733999,12.0%,2429332,2506630,2447188,2527192,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80004,70004,2.77%,4.748%,0,0,0,0,200,45005350.0,52057200,52057200
167,17,B3,8,1183094,375044220,384733999,11.5%,2418486,2495440,2435963,2515610,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79647,69647,2.769%,4.748%,0,0,0,0,200,43130100.0,49888000,49888000
168,17,B3,9,1183094,375044220,384733999,11.0%,2407641,2484250,2424738,2504028,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79290,69290,2.767%,4.748%,0,0,0,0,200,41254870.0,47719000,47719000
169,17,B3,10,1183094,375044220,384733999,10.5%,2396796,2473059,2413513,2492446,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78933,68933,2.766%,4.748%,0,0,0,0,200,39379670.0,45550000,45550000
170,18,B4,1,930283,324482020,334171799,15.0%,2203670,2283039,2213628,2295775,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,82147,72147,3.143%,3.074%,61,61,0,0,200,48672340.0,57487000,57487000
171,18,B4,2,930283,324482020,334171799,14.5%,2194089,2273113,2203712,2285502,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81790,71790,3.141%,3.074%,0,0,0,0,200,47049910.0,55570800,55570800
172,18,B4,3,930283,324482020,334171799,14.0%,2184508,2263187,2193795,2275228,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81433,71433,3.14%,3.074%,0,0,0,0,200,45427510.0,53654600,53654600
173,18,B4,4,930283,324482020,334171799,13.5%,2174927,2253261,2183879,2264954,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81076,71076,3.138%,3.074%,0,0,0,0,200,43805080.0,51738400,51738400
174,18,B4,5,930283,324482020,334171799,13.0%,2165346,2243334,2173962,2254681,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80718,70718,3.137%,3.074%,0,0,0,0,200,42182650.0,49822200,49822200
175,18,B4,6,930283,324482020,334171799,12.5%,2155764,2233408,2164046,2244407,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80361,70361,3.135%,3.074%,0,0,0,0,200,40560230.0,47905800,47905800
176,18,B4,7,930283,324482020,334171799,12.0%,2146183,2223482,2154129,2234133,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80004,70004,3.133%,3.074%,0,0,0,0,200,38937800.0,45989600,45989600
177,18,B4,8,930283,324482020,334171799,11.5%,2136602,2213556,2144213,2223860,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79647,69647,3.132%,3.074%,0,0,0,0,200,37315450.0,44073400,44073400
178,18,B4,9,930283,324482020,334171799,11.0%,2127021,2203629,2134296,2213586,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79290,69290,3.13%,3.074%,0,0,0,0,200,35692970.0,42157200,42157200
179,18,B4,10,930283,324482020,334171799,10.5%,2117440,2193703,2124380,2203312,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78933,68933,3.129%,3.074%,0,0,0,0,200,34070590.0,40241000,40241000
180,19,B5,1,663515,271128420,280818199,15.0%,1896887,1976256,1896887,1978255,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,81368,71368,3.608%,3.074%,61,61,0,0,200,40669290.0,49484000,49484000
181,19,B5,2,663515,271128420,280818199,14.5%,1888640,1967664,1888640,1969362,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80722,70722,3.591%,3.074%,0,0,0,0,200,39313610.0,47834600,47834600
182,19,B5,3,663515,271128420,280818199,14.0%,1880392,1959071,1880392,1960468,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,80076,70076,3.574%,3.074%,0,0,0,0,200,37957960.0,46185000,46185000
183,19,B5,4,663515,271128420,280818199,13.5%,1872145,1950479,1872145,1951575,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79430,69430,3.558%,3.074%,0,0,0,0,200,36602280.0,44535600,44535600
184,19,B5,5,663515,271128420,280818199,13.0%,1863898,1941887,1863898,1942682,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78784,68784,3.541%,3.074%,0,0,0,0,200,35246730.0,42886200,42886200
185,19,B5,6,663515,271128420,280818199,12.5%,1855650,1933294,1855650,1933789,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78139,68139,3.524%,3.074%,0,0,0,0,200,33891030.0,41236600,41236600
186,19,B5,7,663515,271128420,280818199,12.0%,1847403,1924702,1847403,1924896,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,77493,67493,3.506%,3.074%,0,0,0,0,200,32535400.0,39587200,39587200
187,19,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76954,66954,3.494%,3.074%,0,0,0,0,200,31179720.0,37937800,37937800
188,19,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76608,66608,3.492%,3.074%,0,0,0,0,200,29824150.0,36288200,36288200
189,19,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76263,66263,3.49%,3.074%,0,0,0,0,200,28468520.0,34638800,34638800
190,20,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79369,69369,3.971%,3.074%,61,61,0,0,200,34682340.0,43497000,43497000
191,20,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79024,69024,3.969%,3.074%,0,0,0,0,200,33526260.0,42047200,42047200
192,20,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78679,68679,3.966%,3.074%,0,0,0,0,200,32370160.0,40597200,40597200
193,20,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78334,68334,3.964%,3.074%,0,0,0,0,200,31214080.0,39147400,39147400
194,20,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,77989,67989,3.961%,3.074%,0,0,0,0,200,30058030.0,37697400,37697400
195,20,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,77644,67644,3.959%,3.074%,0,0,0,0,200,28901950.0,36247600,36247600
196,20,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,77299,67299,3.956%,3.074%,0,0,0,0,200,27745800.0,34797600,34797600
197,20,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76954,66954,3.953%,3.074%,0,0,0,0,200,26589850.0,33347800,33347800
198,20,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76608,66608,3.951%,3.074%,0,0,0,0,200,25433750.0,31897800,31897800
199,20,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76263,66263,3.948%,3.074%,0,0,0,0,200,24277670.0,30448000,30448000
200,21,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79369,69369,4.636%,3.074%,61,61,0,0,200,28146740.0,36961400,36961400
201,21,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,79024,69024,4.633%,3.074%,0,0,0,0,200,27208510.0,35729400,35729400
202,21,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78679,68679,4.63%,3.074%,0,0,0,0,200,26270310.0,34497400,34497400
203,21,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,78334,68334,4.627%,3.074%,0,0,0,0,200,25332080.0,33265400,33265400
204,21,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,77989,67989,4.624%,3.074%,0,0,0,0,200,24393780.0,32033200,32033200
205,21,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,77644,67644,4.621%,3.074%,0,0,0,0,200,23455630.0,30801200,30801200
206,21,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,77299,67299,4.618%,3.074%,0,0,0,0,200,22517400.0,29569200,29569200
207,21,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76954,66954,4.615%,3.074%,0,0,0,0,200,21579120.0,28337200,28337200
208,21,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76608,66608,4.612%,3.074%,0,0,0,0,200,20640950.0,27105000,27105000
209,21,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Subsidy,20000000,0,0,0.0,3.074%,66.926%,10000,76263,66263,4.609%,3.074%,0,0,0,0,200,19702720.0,25873000,25873000
210,22,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,82147,67147,1.497%,9.767%,195,195,200,0,0,103857940.0,114743200,114743200
211,22,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,81790,66790,1.496%,9.767%,0,0,0,0,200,100396010.0,108917000,108917000
212,22,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,81433,66433,1.494%,9.767%,0,0,0,0,200,96934110.0,105161200,105161200
213,22,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,81076,66076,1.493%,9.767%,0,0,0,0,200,93472080.0,101405400,101405400
214,22,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,80718,65718,1.492%,9.767%,0,0,0,0,200,90010180.0,97649600,97649600
215,22,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,80361,65361,1.49%,9.767%,0,0,0,0,200,86548300.0,93894000,93894000
216,22,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,80004,65004,1.489%,9.767%,0,0,0,0,200,83086400.0,90138200,90138200
217,22,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79647,64647,1.487%,9.767%,0,0,0,0,200,79624450.0,86382400,86382400
218,22,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79290,64290,1.486%,9.767%,0,0,0,0,200,76162470.0,82626600,82626600
219,22,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78933,63933,1.484%,9.767%,0,0,0,0,200,72700520.0,78870800,78870800
220,23,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,82147,67147,2.119%,7.425%,148,148,200,0,0,70676940.0,81562200,81562200
221,23,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,81790,66790,2.117%,7.425%,0,0,0,0,200,68321010.0,76842000,76842000
222,23,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,81433,66433,2.115%,7.425%,0,0,0,0,200,65965110.0,74192200,74192200
223,23,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,81076,66076,2.113%,7.425%,0,0,0,0,200,63609260.0,71542400,71542400
224,23,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,80718,65718,2.111%,7.425%,0,0,0,0,200,61253330.0,68892800,68892800
225,23,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,80361,65361,2.109%,7.425%,0,0,0,0,200,58897430.0,66243000,66243000
226,23,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,80004,65004,2.108%,7.425%,0,0,0,0,200,56541600.0,63593400,63593400
227,23,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79647,64647,2.106%,7.425%,0,0,0,0,200,54185650.0,60943600,60943600
228,23,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79290,64290,2.104%,7.425%,0,0,0,0,200,51829750.0,58293800,58293800
229,23,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78933,63933,2.102%,7.425%,0,0,0,0,200,49473870.0,55644200,55644200
